GROUP;CODE;NAME;YEAR;ANTIGEN;ANTIGEN_DESCRIPTION;COVERAGE_CATEGORY;COVERAGE_CATEGORY_DESCRIPTION;TARGET_NUMBER;DOSES;COVERAGE
COUNTRIES;USA;United States of America;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;92
COUNTRIES;URY;Uruguay;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;UZB;Uzbekistan;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;96
COUNTRIES;VUT;Vanuatu;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;75
COUNTRIES;VEN;Venezuela (Bolivarian Republic of);2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;74
COUNTRIES;VNM;Viet Nam;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;97
COUNTRIES;YEM;Yemen;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;53
COUNTRIES;ZMB;Zambia;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;94
COUNTRIES;ZWE;Zimbabwe;2018;MCV1;Measles-containing vaccine, 1st dose;WUENIC;WHO/UNICEF Estimates of National Immunization Coverage;;;88
Exported: 2025-4-6 11:1 UTC;;;;;;;;;;
